formula,Temperature,sigma (S/cm)
CaV0.5Mo0.5O3,5.0,6100.0
Rb1.25K0.75Te[SO4][OH]6 rt,400.0,1.2e-06
Rb1.25K0.75Te[SO4][OH]6 rt,510.0,0.0003
Cs4[UO2]2W[WO4]2O5,667.0,5.009999999999999e-07
Tl3SiTe3 hyp,260.0,5.46
Hg0.55W2Cl6O2,298.0,0.053
Hg0.55W2Cl6O2,135.0,0.016
Zn1.33Nb1.67Sn2Bi3O14,298.0,6.64e-10
Cu4YbRh0.19In0.81,300.0,2000.0
Cu0.15V0.85Bi2O5.275,714.0,0.012
Cu0.15V0.85Bi2O5.275,973.0,0.0281
Cu0.15V0.85Bi2O5.275,473.0,0.0003
Zn[SO4][CSN2H4]3,313.0,6.13e-14
Zn[SO4][CSN2H4]3,313.0,1.612e-11
Zn[SO4][CSN2H4]3,313.0,1.392e-11
Li8La16Fe3.2O33.44,298.0,3.16e-07
Li8La16Fe3.2O33.44,773.0,0.005
NaNbO3 orth,623.0,5.3e-07
NaNbO3 orth,623.0,1.67e-06
Zn9In2O12,460.0,127.0
AgZr2[PO4]3,1073.0,0.00121
K0.2Na0.8NbO3 ht2,623.0,1.56e-06
K0.2Na0.8NbO3 ht2,623.0,3.22e-06
K0.2Na0.8NbO3 ht1,423.0,1.0000000000000001e-07
K0.2Na0.8NbO3 ht1,423.0,5e-07
K0.2Na0.8NbO3 ht1,298.0,3e-07
K0.2Na0.8NbO3 ht1,298.0,5e-09
Mg0.5Zn4.5In2O8,1073.0,148.0
Zn4.5Co0.5In2O8,1073.0,63.0
Cd0.5Fe0.5PS3,293.0,6.5e-09
BaBi2Se4,298.0,130.0
Rb2Bi8Se13,298.0,0.3
Rb2Bi8Se13,298.0,10.0
Cs2Bi8Se13,298.0,0.5
CsBi3.67Se6,298.0,1.0
Sr0.3Cu0.1La0.7Mn0.9O3,1073.0,8.7
Sr0.3Cu0.1La0.7Mn0.9O3,1073.0,40.0
Cu2.67Sn0.67S4,300.0,2.4
La2RuCoO6,298.0,0.019
CuPb3Br7 orth,475.0,0.0058
CuPb3Br7 orth,500.0,0.01
CuPb3Br7 orth,400.0,5e-07
BaCuEuFeO5,300.0,8.6e-05
BaCuEuFeO5,1000.0,0.11
BaCuPrFeO5,300.0,2.1
AgI hp3,298.0,7.8e-05
AgI hp3,298.0,0.013
AgI hp3,451.0,5.9e-05
AgI hp3,293.0,3.4e-10
AgI hp3,451.0,0.017
AgI hp3,293.0,6.1000000000000005e-05
AgGdP4O12,803.0,4.01e-07
Sr2Zn0.2NbFe0.8O5.9,1073.0,0.0023
Sr2Cu0.01NbFe0.99O5.995,1073.0,0.05
Sr2Cu0.01NbFe0.99O5.995,1073.0,0.0038
Li3Tb3[TeO6]2,723.0,4.4e-06
Li3Lu3[TeO6]2,723.0,8.1e-08
Li3Gd3[TeO6]2,723.0,8.799999999999999e-07
Li3Er3[TeO6]2,723.0,2.8e-08
WMnPb2O6 rt,357.0,2e-08
WMnPb2O6 rt,445.0,7e-07
WMnPb2O6 rt,318.0,1.9999999999999997e-09
WMnPb2O6 ht,500.0,5.999999999999999e-06
WMnPb2O6 ht,516.0,4e-05
WMnPb2O6 ht,445.0,7e-07
La3Fe[MoO4]6 rt,714.0,7.58e-05
La3Fe[MoO4]6 rt,909.0,0.021
KNb[VO4]2,298.0,9.999999999999999e-10
BaNb0.5Fe0.25Co0.25O3,1073.0,8.6
BaNb0.5Fe0.25Co0.25O3,1073.0,11.5
BaNb0.5Fe0.25Co0.25O3,1073.0,14.7
BaNb0.5Fe0.25Co0.25O3,526.0,0.77
BaNb0.5Fe0.25Co0.25O3,303.0,2.0000000000000002e-07
Sr0.9La0.1Ti0.9Nb0.1O3,320.0,0.4
Pr0.3CoO2,370.0,0.06
Li0.7Fe1.9Ge0.4O4,446.0,0.0013
Li0.7Fe1.9Ge0.4O4,500.0,0.0049
Li0.7Fe1.9Ge0.4O4,625.0,0.013
Cu0.5LaRh0.5O3,298.0,17.8
Cu0.5LaRh0.5O3,100.0,0.19
LaFe0.5Rh0.5O3,298.0,6e-05
LaFe0.5Rh0.5O3,215.0,2e-06
LaCr0.5Rh0.5O3,298.0,0.02
LaCr0.5Rh0.5O3,160.0,1.5e-05
Mg0.5Zn0.5Fe2Ni0.2O4,473.0,4.52e-07
Mg0.5Zn0.5Fe2Ni0.2O4,308.0,2.7e-07
Sr0.025Dy0.975CoO2.95,873.0,90.0
Sr0.025Dy0.975CoO2.95,373.0,2.2
Sr0.025Dy0.975CoO2.95,300.0,0.56
Ba0.95La0.05SnO3,1073.0,120.0
Ba0.95La0.05SnO3,373.0,300.0
Ba0.95La0.05SnO3,298.0,1690.0
La4.915Fe0.75[SiO4]2.25O4,1273.0,0.0279999999999999
La4.915Fe0.75[SiO4]2.25O4,763.0,9e-06
La4.915Fe0.75[SiO4]2.25O4,1173.0,0.0157
La4.915Fe0.75[SiO4]2.25O4,1173.0,0.0159
La4.915Fe0.75[SiO4]2.25O4,1223.0,0.00025
La4.915Fe0.75[SiO4]2.25O4,973.0,1.4e-05
D3Li[ND4]4[SO4]4 rt,300.0,2e-10
D3Li[ND4]4[SO4]4 rt,300.0,4e-13
Li0.5Zn0.15Ti0.15Mn0.05Fe2.15O4,298.0,7.999999999999999e-13
Li0.5Zn0.15Ti0.15Mn0.05Fe2.15O4,298.0,6e-07
Sr0.5Ti0.125Mn0.875Bi0.5O3 rt,268.0,0.085
SrCaFeCoO5,1028.0,200.0
SrCaFeCoO5,873.0,87.0
TiFe0.3Co0.7Sb,298.0,41.6
BaCuNdFeO5,300.0,0.025
BaCuSmFeO5,300.0,0.0034999999999999
BaSrCu[CO3]O2.22,290.0,0.8
BaCuGdFeO5,300.0,0.0011
BaCuGdFeO5,1000.0,0.95
CaGdCoO4 rt,500.0,0.0013
PbBi6[VO4]2O7,773.0,3.36e-06
PbBi6[VO4]2O7,1073.0,0.00113
SrBi6[VO4]2O7,773.0,3.54e-05
SrBi6[VO4]2O7,1073.0,0.00178
CdBi6[VO4]2O7,773.0,4.07e-06
CdBi6[VO4]2O7,1073.0,0.00115
CaBi6[VO4]2O7,773.0,2.28e-06
CaBi6[VO4]2O7,1073.0,0.000598
Na0.5Bi6.5[VO4]2O7,773.0,2.89e-06
Na0.5Bi6.5[VO4]2O7,1073.0,0.002103
La2Fe0.05Ni0.95O4,873.0,66.0
La2Fe0.05Ni0.95O4,293.0,27.0
La1.4Y0.6Ce0.6Zr1.4O7,1073.0,0.000237
La0.05Y0.95Ce0.95Zr0.05O3.5,1073.0,0.002895
BaYb0.3Zr0.7O2.85,523.0,1.4999999999999998e-06
BaYb0.3Zr0.7O2.85,1173.0,0.00068
Er0.15Pb0.05Bi0.8O1.47,1023.0,0.32
Na2Al2[BO3]2O hex,688.0,2.6e-07
Ca0.27Bi0.73O1.365,870.0,0.00479
Ca0.27Bi0.73O1.365,1075.0,0.75
Li6CaLa2Sb2O12,368.0,1.0000000000000001e-07
Li6CaLa2Sb2O12,368.0,1e-08
Cs6[UO2]2Mo[MoO4]3O5,473.0,1e-10
Cu22Bi12S21Cl16,300.0,0.081
KCuFe[PO4]2,800.0,1e-05
Ba2Ca0.8Ta1.2O5.8,473.0,3.9999999999999994e-09
Ba2Ca0.8Ta1.2O5.8,973.0,0.00014
Nb0.3V0.7Bi2O5.5 rt,973.0,0.272
Y0.2Ce0.4Zr0.4O1.9,1273.0,0.00825
Y0.2Ce0.4Zr0.4O1.9,1173.0,0.00178
La0.067Ti0.99Mn0.01Pb0.90O3 rt,400.0,4e-05
La0.067Ti0.99Mn0.01Pb0.90O3 rt,298.0,3e-07
La0.067Ti0.99Mn0.01Pb0.90O3 rt,298.0,4e-08
La0.067Ti0.99Mn0.01Pb0.90O3 rt,400.0,3e-07
SrNb2Bi2O9 ht,873.0,4.25e-06
SrNb2Bi2O9 ht,800.0,1.4e-06
SrNb2Bi2O9 ht,500.0,8.3e-09
SrNb2Bi2O9 ht,298.0,8.3e-09
Mg0.15LaNi0.20Ga0.65O2.98,1273.0,1.4
Mg0.15LaNi0.20Ga0.65O2.98,462.0,0.049
Mg0.15LaNi0.20Ga0.65O2.98,973.0,590.0
Mg0.15LaNi0.20Ga0.65O2.98,1223.0,0.072
Mg0.15LaNi0.20Ga0.65O2.98,1023.0,1.26
Mg0.15LaNi0.20Ga0.65O2.98,1223.0,1.41
CsBi4Te4.98Se1.02,298.0,455.0
CsBi3.55Sb0.45Te6,298.0,591.0
CsBi3.55Sb0.45Te6,300.0,1800.0
SrMo0.10Co0.90O2.85,400.0,8.0
Ba2CeNbO6 rt,663.0,7.3e-08
Ba2CeNbO6 rt,723.0,3.5e-07
Ba2Sc0.2Co1.6Bi0.2O4.7 rt,1073.0,11.4
Mn1.5Fe0.5CoO4,773.0,0.294
SrTi0.5Co0.5O3,523.0,0.00166
SrTi0.5Co0.5O3,523.0,0.000776
SrTi0.5Co0.5O3,523.0,0.000174
SrTi0.5Co0.5O3,723.0,0.00295
SrTi0.5Co0.5O3,723.0,0.00398
SrTi0.5Co0.5O3,723.0,0.01
SrTi0.5Co0.5O3,350.0,190.0
Ca0.04CuGa0.96O2,373.0,3.9999999999999994e-09
Ca0.04CuGa0.96O2,773.0,8.999999999999999e-05
Sr0.15Nd0.85CrO3,1123.0,17.3
Ag2P3I2,298.0,6e-05
Ag2P3I2,373.0,8e-05
Ba0.5La0.5CoO3 lt,400.0,4.22e-09
BaGd0.050Fe0.950O2.67,312.0,0.032
Ca0.5FeBi0.5O3 cub,278.0,6.86e-05
Sr0.95Dy0.05TiO3,298.0,1060.0
Sr0.95Dy0.05TiO3,298.0,1050.0
C gra,0.0,4.313
KLi0.5Nb5O13,877.0,2.3e-05
KLi0.5Nb5O13,693.0,3e-06
KLi0.5Nb5O13,877.0,2.3e-05
KLi0.5Nb5O13,693.0,8e-06
KLi0.5Nb5O13,298.0,3e-10
Ba0.8Sr0.2Zr0.25Ti0.75O3 rt,275.0,1.42e-10
K2Bi8Se13 tricl,300.0,0.016
Cs4Bi2P5Se15,305.0,7.7e-10
Cs4Bi2P5Se15,288.0,2.4e-10
K4Cu8Te11,298.0,160.0
KV3Te3O0.42,298.0,0.024
KNd3Te8,298.0,0.1
CsCe3Te8,297.0,0.018
LaTi0.1Ni0.9O3,1250.0,0.016
Li9Al3[PO4]2[P2O7]3,573.0,3e-06
Li9Al3[PO4]2[P2O7]3,573.0,3.5e-09
V2Mo3Bi12TeO34,753.0,0.0001
V2Mo3Bi12TeO34,973.0,0.003
V2Mo3Bi12TeO34,423.0,1e-08
V2Mo3Bi12TeO34,1026.0,0.0088
Ba0.5Nd0.5FeO3,298.0,7e-11
Ba0.5Nd0.5FeO3,555.0,7.000000000000001e-05
Ba0.5Nd0.5FeO3,298.0,8.000000000000001e-11
Ba0.5Nd0.5FeO3,555.0,5e-05
Na2Cd[C2O4]2[H2O]2,400.0,1.78e-09
Th3Co3Sb4,298.0,3800.0
Sr0.333La0.333Ti0.667Ta0.333O3,320.0,2.3
Yb5In2Sb6,340.0,84.0
Yb5In2Sb6,295.0,94.0
Yb5In2Sb6,4.2,578.0
KCuBi2S4,4.2,0.00021
KCuBi2S4,290.0,0.032
KCuBi2S4,337.0,0.052
Rb3Cu2Bi5S10,192.0,2.4e-08
Rb3Cu2Bi5S10,290.0,0.0001099999999999
Rb3Cu2Bi5S10,335.0,0.0018
CsTaSe3,77.0,6.8e-07
CsTaTe3 rt,300.0,0.0054
Cu3Ti4Bi0.67O12,100.0,3.16e-05
HoAl2.8Ge0.2,298.0,32.29
HoAl2.8Ge0.2,4.0,75000.0
BaMn3O6,362.0,0.0004
BaMn3O6,339.0,0.001
BaMn3O6,362.0,0.0004
BaMn3O6,339.0,0.001
Ni0.5Te0.5O2,500.0,1e-06
Co0.5Te0.5O2,500.0,1e-06
Na0.33Nd0.67Ti0.67Mn0.33O3,400.0,2.39e-05
Sm8Ru12Al53Si17,298.0,4000.0
Cs0.5Pb0.5Bi1.5Te3,350.0,570.0
Cs0.5Pb0.5Bi1.5Te3,80.0,970.0
CsPb2Bi3Te7,350.0,800.0
CsPb2Bi3Te7,80.0,1010.0
CsU2Nb2O11.5,473.0,1.65e-06
CsU2Nb2O11.5,1043.0,0.00126
LiGdP4O12 rt,682.0,2e-06
Nd4Al1.5Ge0.5O9.25,973.0,2.54e-05
Pb4Sb6Se13,298.0,3400000.0
Ti3Ge0.57Si0.43C2,298.0,45000.0
AgZn1.5Cd0.5GaS4,300.0,3e-10
Li0.93Mn2.07O4 hp,298.0,0.0037
Ba4Ga1.5Ge21.5,298.0,1520.0
Ba4Ga1.5Ge21.5,885.0,550.0
Ca0.18Ce0.12Fe1.45Co2.55Sb12,300.0,660.0
Ca0.18Ce0.12Fe1.45Co2.55Sb12,800.0,580.0
Te0.15Se0.85,298.0,2.6200000000000003e-06
Te0.5Se0.5 hp,298.0,2.0
LaPd3S4,300.0,3600.0
EuPd3S4,300.0,4400.0
H2Rb[PO4] rt,298.0,5e-13
H2Rb[PO4] rt,298.0,4e-14
H2Rb[PO4] rt,385.0,7e-11
H2Rb[PO4] rt,385.0,9.999999999999999e-10
H2Rb[PO4] rt,549.0,0.003
H2Rb[PO4] rt,549.0,7.000000000000001e-05
H2Rb[PO4] rt,575.0,0.012
H2Rb[PO4] rt,575.0,0.0139999999999999
BaCuTeF,293.0,8.0
BaCuTeF,10.0,13.5
KFe[As2O7],568.0,2.76e-07
KV3O7,300.0,1.87e-06
KV3O7,750.0,66.8
SrMgLaTaO6 mon,298.0,7.300000000000001e-10
CaMgLaTaO6,298.0,1.8e-09
Mg1.33La2Ta0.67O6,298.0,6.2e-10
Mg1.33La2Ta0.67O6,298.0,6.2e-10
Zr2Al3.56Si0.44C5,373.0,12800.0
Zr2Al3.56Si0.44C5,1273.0,3300.0
BaSc0.05Ta0.95N0.9O2.1,298.0,8.5e-06
BaSc0.05Ta0.95N0.9O2.1,298.0,6.6e-07
Mg0.5LaTa0.5N0.5O2.5,298.0,1.4999999999999998e-06
Mg0.5LaTa0.5N0.5O2.5,298.0,4.1e-08
Ba0.97Zn0.04Y0.19Zr0.77O2.84,1000.0,0.01
Ba0.97Zn0.04Y0.19Zr0.77O2.84,1000.0,0.000659
Ba0.97Zn0.04Y0.19Zr0.77O2.84,1000.0,0.00193
La2Co0.6Ni0.4O4,570.0,1.9
La2Co0.6Ni0.4O4,615.0,5.1
Li5La3Bi2O12,333.0,0.0001
Li5La3Bi2O12,298.0,2.4e-05
Ba0.13Co4In0.14Sb11.75,298.0,1872.0
Dy0.5Zr0.45Ti0.05O1.75,1173.0,0.00024
Dy0.5Zr0.45Ti0.05O1.75,873.0,7.1e-05
Dy2Zr1.1Ti0.9O7 ht,1173.0,0.0029
Dy2Zr1.1Ti0.9O7 ht,1173.0,0.004
Dy2Zr1.1Ti0.9O7 ht,623.0,7.3e-07
Dy2Zr1.1Ti0.9O7 ht,623.0,6.8e-06
LaCr0.5Ni0.5O3 orth,300.0,0.069
Ba0.5La0.5Fe0.5Co0.5O3 ht,528.0,373.0
Sr0.2Cu0.9La1.8Co0.1O4,100.0,200.0
HCs3[SeO4]2 ht2,477.0,0.003
HCs3[SeO4]2 ht2,463.0,4e-05
HCs3[SeO4]2 ht2,480.0,7.000000000000001e-05
Ba5[PO4]3[OH] hex2,800.0,1.82e-06
Cu0.21La0.2Pr1.8Ni0.74Ga0.05O4.21,333.0,8.1
Cs7Li21Si36O86,473.0,1.2e-06
Zn6.74Bi0.13Sb4.87,323.0,430.0
Cs4Na4Li20Si36O86,885.0,0.0032
Na0.5Cu3Ti4Bi0.5O12 cub1,100.0,0.0001329999999999
HK[CO3] rt,305.0,3.4e-09
HK[CO3] rt,318.0,5e-08
HK[CO3] rt,365.0,4e-11
HK[CO3] rt,400.0,2e-11
FePb0.3Bi0.7O3,343.0,2.51e-16
Li0.5Mn0.5O cub,293.0,6.3e-11
Sc1.09Rh2.46Bi0.375O6,298.0,0.1
Li2Rh6Bi0.78O12,298.0,4.0
Li2Rh6Bi0.78O12,298.0,130.0
Li2Rh6Pb0.78O12,298.0,50.0
BeRh3Bi0.34O6,298.0,0.051
Ba3Cu14.4Te2.7Se8.3,180.0,98.0
Ba3Cu14.4Te2.7Se8.3,320.0,130.0
Ba2Nb0.5Mo0.5CoO6,1073.0,1.2
Ba2Nb0.5Mo0.5CoO6,973.0,1.0
BaMn0.60Fe0.40O2.72,298.0,4200000.0
Ca0.85Sc0.15F2.156,673.0,9.8e-06
CoGeTe,300.0,56.0
Ba0.3Sr0.66La0.04MnO3,298.0,0.0008699999999999
Ba0.3Sr0.66La0.04MnO3,885.0,0.14
ZnV0.1Cr1.9Se4,298.0,0.00055
HK3[SO4]2 ht,480.0,0.004
NaCo[SO4]F[H2O]2,298.0,2.43e-09
NaCo[SO4]F[H2O]2,298.0,1.85e-14
Sr0.5Ca0.5Mn0.5Ru0.5O3,298.0,5.2
Li0.02Ti2.98O5,323.0,66.0
Li0.02Ti2.98O5,423.0,81.3
Li0.02Ti2.98O5,573.0,89.1
Li0.02Ti2.98O5,773.0,89.1
Li0.02Ti2.98O5,973.0,89.1
KHf0.12Ti0.88[PO4]O,298.0,2.57e-05
Fe0.48Pb1.52Sb2Se5,298.0,0.27
Fe0.48Pb1.52Sb2Se5,600.0,1.0
AlBi2Te2BrCl4,298.0,40.0
AlBi2Te2BrCl4,298.0,8e-05
RbU2Se6,298.0,6e-05
Rb4Cd6.35Sb9,298.0,39.2
Rb4Cd6.35Sb9,466.0,57.4
BaCu7.31Sb5,298.0,763.0
Ba2.1TiFe4Pb2.9O13,298.0,2.0000000000000002e-07
Ba2.1TiFe4Pb2.9O13,298.0,0.000105
BaTi0.9Fe2.1Pb1.9Bi0.1O8,283.0,8e-08
BaTi0.9Fe2.1Pb1.9Bi0.1O8,283.0,0.0002
BaGdFeCoO5.4,870.0,85.0
H6V15[AsO3]6O24[H2O]10,293.0,4e-06
BaLaSb2Se6,298.0,0.065
BaLaSb2Se6,220.0,0.0069999999999999
SrGd4[SiO4]3O,1173.0,7.62e-06
Sr2Er3[SiO4]3O0.5,1173.0,6.750000000000001e-06
Sr0.04La0.92Mn0.2Fe0.32Ni0.48O3 rt,298.0,363.0
Na2Zn2[TeO6],298.0,8.999999999999999e-05
Na2Zn2[TeO6],573.0,0.0605
Na2Mg2[TeO6],298.0,6.3e-05
Na2Mg2[TeO6],573.0,0.023
Na1.9Fe0.1Ni1.9[TeO6],298.0,0.0001
Na1.9Fe0.1Ni1.9[TeO6],573.0,0.047
BaTi0.6Co0.4O2.97,298.0,0.000794
BaTi0.6Co0.4O2.97,298.0,6.31e-09
BaCuGdCoO5.58,870.0,56.2
Cs0.38Cu2.62CeTe3,298.0,477.0
Cs0.38Cu2.62CeTe3,660.0,250.0
Cs0.38Cu2.62LaTe3,298.0,546.0
Cs0.38Cu2.62LaTe3,614.0,238.0
Cs0.36Cu2.64PrTe3,298.0,773.0
Cs0.36Cu2.64PrTe3,660.0,354.0
Al0.33In2.33S4,298.0,1.1e-10
CuSbTeCl2O3,500.0,1.99e-07
Ba6Ta3.9Ga1.5O18,769.0,1e-08
Ba6Cu31.2Te12.33S10.67,298.0,250.0
Ba6Cu31.2Te12.33S10.67,750.0,200.0
Ba3Cu15.7Te3.95S7.05,298.0,20.0
Ba3Cu15.7Te3.95S7.05,700.0,163.0
Ba2Cu5.53Te4S,305.0,2.2
Ba2Cu5.53Te4S,573.0,50.0
Ba2Cu5.64Te3.90Se1.10,305.0,7.0
Ba2Cu5.64Te3.90Se1.10,490.0,46.0
HKMo2Fe2O10,295.0,4.08e-07
CuRh5Bi1.4O11,298.0,0.3
La2Mo1.96Sb0.04O8.17,1000.0,0.072
SrSmFeO4,300.0,0.000105
SrCu3Fe4O12,524.0,0.0027
SrCu3Fe4O12,311.0,9.6e-06
BaCu5.93Te6Se,298.0,40.0
BaCu5.93Te6Se,573.0,60.0
Sr0.5La0.5Mn0.5Co0.5O2.5,773.0,1400.0
Sr0.5La0.5Mn0.5Co0.5O2.5,1273.0,660.0
SrTi0.97Ni0.03O3 rt,460.0,3.9999999999999994e-09
SrTi0.97Ni0.03O3 rt,571.0,3.5e-07
Mg0.25LaCr0.75O3 rt,300.0,0.118
BaZr0.6Fe10.3Co0.6O18.25,313.0,0.00485
Zn0.81Pt[C2O4]2[H2O]6,298.0,50.0
NaCo0.4Ni0.6O2 hex,298.0,354.8
FeSb2 hp,4.2,75.03
FeSb2 hp,10.0,73.37
Tl4.75Ho0.25Te3,500.0,650.0
Tl4.485Ce0.515Te3,500.0,600.0
Tl4.5Tb0.5Te3,500.0,500.0
Tl4.46Pr0.54Te3,500.0,440.0
Tl4.74Er0.26Te3,500.0,537.0
Tl4.495Sm0.505Te3,500.0,170.0
Ba2GdTaO6 cub,435.0,2.5e-05
Ca0.4La0.6Mn0.3Co0.7O3,673.0,72.9
Ca0.4La0.6Mn0.3Co0.7O3,1273.0,103.1
Ca0.4La0.6Mn0.3Co0.7O3,673.0,12.0
Ca0.4La0.6Mn0.3Co0.7O3,1273.0,41.0
Fe0.5Ni0.5PS3,293.0,3.4e-07
Li2.2Ta0.4Cr1.6[PO4]3,298.0,1.6e-06
LiTaCr[PO4]3,298.0,6.2e-06
Cu0.9Zn0.2In0.9S2 rt,293.0,1.1e-06
NaPbP3O9 tricl,500.0,3.14e-07
Sr0.05Ti0.5Pb4.95Ge2.5O11,298.0,3.87e-07
Sr0.05Ti0.5Pb4.95Ge2.5O11,298.0,7.499999999999999e-07
Ca0.05Ti0.5Pb4.95Ge2.5O11 rt,298.0,1.02e-06
Ca0.05Ti0.5Pb4.95Ge2.5O11 rt,298.0,5.3e-07
Ba0.05Ti0.5Pb4.95Ge2.5O11 rt,298.0,3.7e-07
Ba0.05Ti0.5Pb4.95Ge2.5O11 rt,298.0,9.2e-07
Ba5SmTi3Nb7O30,313.0,1.12e-09
Ba5SmTi3Nb7O30,303.0,3.05e-06
Er2TiMnO7,773.0,0.0005
Er2TiMnO7,1123.0,0.006
Y2TiMnO7,773.0,0.0001
Sr2CeTaO6,703.0,1.5e-07
Sr2CeTaO6,523.0,1.8e-09
Sr2CeTaO6,703.0,3.7e-06
Sr2CeTaO6,703.0,9.8e-08
Sr2CeTaO6,523.0,1.4e-06
Sr2CeTaO6,523.0,2.3e-09
Ca0.25Ho0.75CoO2.89,300.0,0.0126
CaTi0.5Cr0.5O3,1273.0,0.6
CaTi0.5Cr0.5O3,1273.0,0.2
CaTi0.5Cr0.5O3,773.0,0.0004
CaTi0.5Cr0.5O3,473.0,0.013
CaTi0.5Cr0.5O3,1273.0,7.0
SrTa1.95W0.05Bi2O9 rt,593.0,2.540000000000001e-13
SrTa1.95W0.05Bi2O9 rt,394.0,3e-13
SrTa1.95W0.05Bi2O9 rt,556.0,6e-11
SrTa1.95W0.05Bi2O9 rt,625.0,3e-09
Cu0.2LaCr0.8O3,300.0,0.018
Cu0.2LaCr0.8O3,300.0,0.000329
Sr0.5Ti0.5Fe0.5Bi0.5O3,753.0,9.2e-06
Ag0.5In0.25Sb0.25Te,300.0,80.0
K0.8Ti3.6Ni0.4O8,200.0,1.02e-06
K0.8Ti3.6Ni0.4O8,290.0,0.0001
K0.8Ti3.6Ni0.4O8,250.0,4.79e-06
Ba2GaInO5 rt,1180.0,0.03
SrMo0.9Co0.1O3 rt,1200.0,160.0
YMn0.5Co0.5O3 orth,333.0,0.11
YMn0.5Co0.5O3 orth,970.0,22000000.0
Nb0.125Bi1.875O3.125 rt,769.0,1.27e-05
FeSb2.2Te0.8,298.0,885.0
Ti3Mn3FeBiO12,667.0,0.00316
Li2.8Sc1.8Zr0.2[PO4]3 rt,300.0,1.02e-05
Li2.8Sc1.8Zr0.2[PO4]3 rt,420.0,0.0024
Li2.8Sc1.8Zr0.2[PO4]3 rt,420.0,0.002
Li2.8Sc1.8Zr0.2[PO4]3 rt,310.0,7.8e-06
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,600.0,0.063
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,410.0,0.0023
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,410.0,0.0015
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,600.0,0.05
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,500.0,0.0006
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,500.0,0.021
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,600.0,0.07
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 ht,600.0,0.00037
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,300.0,6.4000000000000006e-06
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,410.0,0.0023
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,410.0,0.0015
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,310.0,4.3e-06
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,310.0,3.6000000000000003e-06
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,310.0,0.0007
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,400.0,0.0046999999999999
Li2.9Y0.1Sc1.8Zr0.1[PO4]3 rt,400.0,2.3e-05
Sr2Nb2AlBi2O11.5 ht,1073.0,0.012
Sr2Nb2AlBi2O11.5 ht,1173.0,0.023
Sr2Nb2GaBi2O11.5 rt,667.0,7.9e-06
Sr2Nb2GaBi2O11.5 rt,1073.0,0.02
Sr2Nb2GaBi2O11.5 rt,1173.0,0.036
Sr2TiNb2Bi2O12 rt tet rt,1073.0,5.01e-05
Sr2TiNb2Bi2O12 rt tet rt,1073.0,1.6e-05
Sr2TiNb2Bi2O12 rt tet rt,623.0,1.2000000000000004e-07
Sr2TiNb2Bi2O12 rt tet rt,623.0,9.4e-06
Sr2TiNb2Bi2O12 rt tet rt,1073.0,2.5e-05
Sr2TiNb2Bi2O12 rt tet rt,1173.0,0.00014
Sr2TiNb2Bi2O12 rt tet rt,973.0,1.4e-05
Sr2TiNb2Bi2O12 rt tet rt,1273.0,0.0019
Sr2Ta2AlBi2O11.5,1073.0,0.00048
Sr2Ta2AlBi2O11.5,1173.0,0.00092
Sr2Ta2GaBi2O11.5,667.0,3.2000000000000003e-06
Sr2Ta2GaBi2O11.5,1073.0,0.0093
Sr2Ta2GaBi2O11.5,1173.0,0.013
Gd0.3Mn0.7S,83.0,3e-13
Gd0.3Mn0.7S,900.0,0.0005
Gd0.3Mn0.7S,298.0,8e-08
Ti0.07Mn0.93Se,80.0,1.2e-08
Ti0.07Mn0.93Se,298.0,0.0013
Ti0.07Mn0.93Se,900.0,0.6
Sr0.5La0.5Mn0.5Fe0.5O3 orth,1073.0,7.7
Sr0.5La0.5Mn0.5Fe0.5O3 orth,1073.0,14.8
BaCe0.9Eu0.1O2.95,573.0,0.000236
BaCe0.9Eu0.1O2.95,825.0,0.016
BaCe0.9Eu0.1O2.95,423.0,9.3e-06
Sr2ZnIrO5.86,300.0,0.008
Rb0.8Cd0.1AlO2,573.0,0.000417
Rb0.8Cd0.1AlO2,973.0,0.00224
Rb0.8Ca0.1AlO2,573.0,0.000616
Rb0.8Ca0.1AlO2,973.0,0.00316
Rb0.8AlPb0.1O2,573.0,0.000398
Rb0.8AlPb0.1O2,973.0,0.00269
Re3Sn0.3As6.7,298.0,730.0
Fe1.10Co0.02Te mon,298.0,1690.0
Fe1.10Co0.02Te mon,833.0,2600.0
La1.92Mo0.71Mn1.29O5.84,714.0,2.75e-05
La1.92Mo0.71Mn1.29O5.84,909.0,0.012
BaPt[CN]4[H2O]4,298.0,8.000000000000001e-07
BaPt[CN]4[H2O]4,298.0,1.9999999999999997e-09
